archive_rank,slug,source_url,asset_system_breadth,asset_categories,retained_formats,referenced_formats,runtime_signals,retained_asset_files,retained_asset_bytes
561,wix-studio-x-pantone-color-of-the-year-2025,https://www.wix.com/studio/pantone-color-of-the-year-2025,0,,,,web_worker,0,0
562,analogue,https://madebyanalogue.co.uk/,0,,,,offscreen_canvas | web_worker,0,0
564,elementis,https://elementis.co/,0,,,,,0,0
565,utsubo-v2,https://www.utsubo.com/,0,,,,offscreen_canvas,0,0
566,take-me-to-christmas-2024,https://christmas-2024.riven.ch/,0,,,,,0,0
567,david-whyte-experience,https://davidwhyte.com/experience/,0,,,,,0,0
570,spot-studio,https://spotstudio.es/,0,,,,,0,0
571,travel-next-level,https://travelnextlvl.de/en,0,,,,,0,0
572,kin-2,https://by-kin.com/,0,,,,,0,0
575,chapter-bride-by-milla-nova,https://chapter.millanova.com,0,,,,offscreen_canvas | shader_source,0,0
576,sundae-creative,https://sundaecreative.com/en/home,0,,,,offscreen_canvas | web_worker,0,0
577,max-tiber,https://maxandtiber.com/,0,,,,,0,0
580,rhythm-influence,https://www.rhythminfluence.com,0,,,,,0,0
581,inside-kristallnacht,https://insidekristallnacht.org,0,,,,,0,0
582,onto,https://studio-onto.com/,0,,,,,0,0
583,ai-milestones,https://ai.google/ai-milestones?section=intro,0,,,,,0,0
584,banzai-izakaya-experience,https://www.nudolsbanzai.it/,0,,,,,0,0
586,aw-portfolio,https://wodniack.dev/,0,,,,,0,0
587,monolith,https://monolith.nyc/,0,,,,,0,0
588,thomas-monavon-portfolio-24,https://www.thomasmonavon.com/,0,,,,shader_source,0,0
590,radiance-team,https://radiance.family,0,,,,gltf_loader | shader_source,0,0
591,base-habitation,https://basehabitation.com,0,,,,,0,0
592,leeroy-agency,https://leeroy.ca/,0,,,,,0,0
595,atmos-r-lamp-by-ayocin,https://ayocin.com/,0,,,,,0,0
596,dothings,https://dothingsnyc.com/,0,,,,,0,0
597,bruut,https://bruut.media/,0,,,,,0,0
598,chaingpt-labs,https://labs.chaingpt.org/,0,,,,,0,0
599,belanger-salach-architecture,https://60.belangersalach.ca,0,,,,,0,0
600,thibaud-fellay-portfolio-24,https://thibaud.film/,0,,,,,0,0
602,isabel-moranta-portfolio,https://www.isabelmoranta.com/,0,,,,,0,0
603,lifeworld-by-olafur-eliasson,https://lifeworld.wetransfer.com,0,,,,,0,0
604,social-impact-capital,https://social-impact-capital.com/,0,,,,,0,0
605,abba-the-museum-webshop,https://shop.abbathemuseum.com/,0,,,,,0,0
606,perspectives,https://perspectives.mappmtl.com/,0,,,,,0,0
608,hf-11,https://www.oilstainlab.com/,0,,,,,0,0
609,aker,https://www.akercompanies.com/,0,,,,,0,0
610,davide-baratta-24,https://www.davidebaratta.com/,0,,,,,0,0
611,ai-in-banking-ux-design,https://ai-in-banking-ux-design.videinfra.com/,0,,,,,0,0
612,alec-tear,https://alectear.com,0,,,,,0,0
613,teletech,https://teletech.events,0,,,,,0,0
615,tambien-1,https://www.tambien.studio,0,,,,,0,0
616,otherlife,https://www.otherlife.xyz/,0,,,,,0,0
617,vazzi,https://vazzi.fun/,0,,,,,0,0
618,saisei-architecture,https://saisei-sbj.webflow.io/,0,,,,,0,0
619,house-of-dreamers,https://www.houseofdreamers.fr,0,,,,,0,0
621,love-and-money-work,https://loveandmoney.agency/work,0,,,,,0,0
622,rspca-animal-futures,https://bit.ly/AnimalFutures,0,,,,,0,0
623,thelinestudio-com,https://thelinestudio.com/,0,,,,,0,0
625,duten,https://www.duten.com/,0,,,,,0,0
626,gelato-la-boca,https://gelatolaboca.com/,0,,,,,0,0
627,oakame,https://www.oakame.com/en/,0,,,,,0,0
629,gregory-lalle-24,https://gregorylalle.com,0,,,,,0,0
630,d-l,https://dorstenlesser.com/,0,,,,,0,0
631,p448-1,https://p448.com/,0,,,,,0,0
633,sonder,https://www.sonder-mr.com/,0,,,,,0,0
634,cosmos-studio,https://cosmos.studio/,0,,,,draco_decoder | gltf_loader | lottie_runtime,0,0
635,kriss-ai,https://kriss.ai/,0,,,,,0,0
637,funkhaus-studio,https://funkhaus.io,0,,,,,0,0
639,g-colombel-portfolio-2024,https://guillaumecolombel.fr,0,,,,offscreen_canvas | shader_source,0,0
640,broed,https://broedutrecht.nl/,0,,,,offscreen_canvas | web_worker,0,0
641,language-inclusion,https://sites.research.google/languages/,0,,,,,0,0
642,viva-la-labia,http://vivalalabia.com,0,,,,,0,0
643,orken,https://orkenworld.com,0,,,,,0,0
644,nod-coding-bootcamp,https://nodcoding.com,0,,,,lottie_runtime,0,0
645,heloise-thibodeau-architecte-1,https://htarchitecte.com/,0,,,,,0,0
646,harry-atkins-portfolio,https://harryjatkins.com,0,,,,,0,0
647,reown,https://www.reown.com,0,,,,,0,0
648,umault,https://umault.com/,0,,,,,0,0
650,stripe-dot-dev,https://stripe.dev/,0,,,,,0,0
652,playground-digital-agency,https://www.playground.it,0,,,,,0,0
653,quatrecentquatre,https://quatrecentquatre.com/,0,,,,,0,0
655,monolith-studio,https://monolithstudio.com,0,,,,,0,0
656,studio-pic,https://studio-pic.com/,0,,,,offscreen_canvas | shader_source | web_worker,0,0
657,amici,https://amici-restaurant.com/,0,,,,,0,0
658,mathieu-crepel,https://www.mathieu-crepel.com,0,,,,,0,0
659,walbi,https://www.walbi.com/,0,,,,,0,0
661,federico-pian-portfolio-2024,https://www.federicopian.com/,0,,,,offscreen_canvas | shader_source,0,0
662,we-go-again,https://we-go-again.com/,0,,,,,0,0
663,following-wildfire,https://followingwildfire.com,0,,,,,0,0
664,terradactyl,https://terradactyl.xyz,0,,,,,0,0
665,curb,https://www.curbcph.tv/,0,,,,,0,0
666,webisoft-r,https://webisoft.com,0,,,,,0,0
667,sound-ethics,https://www.soundethics.org/,0,,,,,0,0
668,petra-garmon,https://petragarmon.com,0,,,,,0,0
669,populous,https://populous.com,0,,,,,0,0
670,salt-and-pepper,https://snp.agency,0,,,,,0,0
671,unanswered-site,https://letterstoevan.com/,0,,,,,0,0
673,next-js-conf-1,https://nextjs.org/conf,0,,,,,0,0
675,pilot-republick,https://pilot-republick.webflow.io/,0,,,,,0,0
676,otsea,https://www.otsea.io,0,,,,,0,0
677,watson,https://watson.la/,0,,,,,0,0
679,halo-dental,https://halodental.com/,0,,,,,0,0
680,the-blimp-2,https://www.blimp.gr/,0,,,,,0,0
681,retronova,https://www.retronovaworld.com/,0,,,,,0,0
682,zolviz-xyz,https://zolviz.xyz,0,,,,,0,0
683,porter-robinson-smile-d,https://porterrobinson.com/,0,,,,,0,0
685,intrepid-site,http://intrepidautomation.com,0,,,,,0,0
686,the-maison-of-all-victories,https://the-maison-of-all-victories.cosmicshelter.com/,0,,,,,0,0
687,mooders,https://mooders.net/en/,0,,,,,0,0
688,cristina-gomez,https://cristinagomezruiz.com/,0,,,,,0,0
689,botanic-expo,https://www.botanicexpo.com,0,,,,,0,0
691,accordion,https://www.accordion.net.au/,0,,,,,0,0
693,ctrl,https://ctrl.xyz/,0,,,,lottie_runtime | offscreen_canvas | shader_source | web_worker,0,0
694,contra-project-calculator,https://contra.com/project-rate-hiring-calculator/,0,,,,,0,0
695,fitonist,https://fitonist-app.webflow.io/,0,,,,,0,0
697,opositive-films,https://opos.buzzworthystudio.com/,0,,,,,0,0
698,jordan-gilroy-porfolio,https://www.jordangilroy.com,0,,,,,0,0
701,better-off-r,https://betteroff.studio/,0,,,,,0,0
702,art-of-documentary,https://theartofdocumentary.com/,0,,,,,0,0
703,stewart-partners,https://www.stewartpartners.studio/,0,,,,lottie_runtime,0,0
704,digital-mosaik,https://www.digitalmosaik.com/,0,,,,,0,0
706,breaking,https://www.breaking.com/,0,,,,,0,0
707,superpower,https://superpower.com/,0,,,,,0,0
708,zetr,https://www.zetr.com.au/,0,,,,,0,0
709,lowes-innovation-labs,https://www.lowesinnovationlabs.com/,0,,,,,0,0
710,pohoda-by-outloud,https://work.outloud.co/pohoda,0,,,,,0,0
712,dictionary-of-free-speech,https://freespeech.gubrica.com/,0,,,,,0,0
713,sugar,https://sugar-app.webflow.io/,0,,,,,0,0
714,non-linear-studio,https://non-linear.studio,0,,,,,0,0
715,den-cool,https://den.cool/,0,,,,,0,0
716,be-the-buzz,https://www.bethebuzz.co/,0,,,,,0,0
717,ufl-game,https://www.uflgame.com,0,,,,,0,0
718,erthos-r,https://planeterthos.com/,0,,,,,0,0
719,paffi,https://www.paffi.it/,0,,,,,0,0
720,girard-perregaux-casquette,https://www.girard-perregaux.com/casquette-collection/,0,,,,,0,0
721,dracarys,https://dracarys.robertborghesi.is/,0,,,,,0,0
722,jo-benetuk-portfolio-24,https://jobenetuk.dev/,0,,,,,0,0
723,doze,https://doze.studio,0,,,,,0,0
724,def,https://www.defprojetos.com/,0,,,,lottie_runtime | offscreen_canvas | web_worker,0,0
725,heva-health,https://www.hevahealth.com/,0,,,,,0,0
726,cumulus,https://view-source-cumulus.myshopify.com/,0,,,,,0,0
727,und-ny,https://und-ny.com,0,,,,,0,0
728,igloo-inc,https://www.igloo.inc/,0,,,,,0,0
732,studio-size-1,https://studio-size.com/,0,,,,,0,0
734,telefonica-100,https://www.telefonica100.com/en,0,,,,,0,0
736,kanak-naturals,https://www.kanaknaturals.com/,0,,,,,0,0
737,uncommon-website,https://uncommonstudio.com.au/,0,,,,,0,0
738,zaptec,https://www.zaptec.com/,0,,,,lottie_runtime | offscreen_canvas | web_worker,0,0
739,fountain-of-youth,https://www.fountainofyouth.gold/,0,,,,,0,0
740,depoly,https://depoly.fiftyseven.co,0,,,,,0,0
741,yuga-labs-bayc-clubhouse,https://www.boredapeyachtclub.com,0,,,,,0,0
742,rogier-de-boeve-portfolio,https://rogierdeboeve.com/,0,,,,,0,0
745,popin,https://pop.popingroup.com/,0,,,,offscreen_canvas | web_worker,0,0
746,drug-test-innocence,https://www.drugtestinnocence.org/,0,,,,,0,0
747,patch-1,https://thepatchsystem.com/,0,,,,,0,0
748,decathlon-wlkr-76,https://decathlon-wlkr76.index.studio/,0,,,,,0,0
749,cla-mhrd-2024-website,https://clarissemichard.com/,0,,,,,0,0
750,13322566869,https://13322566869.com,0,,,,,0,0
754,d-g-beauty-dolce,https://dolceactivation.dolcegabbana.com/,0,,,,,0,0
755,kaizen,https://kaizen.makemepulse.com,0,,,,,0,0
756,design-education-series-r,https://des.obys.agency/,0,,,,,0,0
757,spaace,https://spaace.io/,0,,,,,0,0
758,sparkk-2,https://sparkk.fr,0,,,,,0,0
759,the-variable-1,https://thevariable.com/,0,,,,,0,0
760,studio-fables-2,https://studiofables.com,0,,,,,0,0
761,buena-suerte,https://buenasuerte.cl/,0,,,,,0,0
763,daylight,https://daylightcomputer.com/,0,,,,,0,0
764,redis-agency,https://www.redis.agency/,0,,,,,0,0
765,bemo,https://www.bemo.studio/,0,,,,,0,0
767,luis-bizarro,https://bizar.ro/,0,,,,,0,0
768,studio-chapeaux,https://studiochapeaux.com/,0,,,,,0,0
769,cartier-watches-wonders-2024,http://cartier-waw-dev-0224.dev.60fps.fr/,0,,,,,0,0
770,toyfight-1,http://www.toyfight.co,0,,,,,0,0
771,flow,https://www.justgowiththeflow.com/,0,,,,,0,0
772,oshane-howard,https://www.oshanehoward.com/,0,,,,,0,0
774,affectio-societatis,https://affectiosocietatis.com/,0,,,,,0,0
775,oscar-pico-portfolio-c-24,https://www.oscarpico.es,0,,,,shader_source,0,0
776,slosh-seltzer,https://sloshseltzer.com/,0,,,,,0,0
778,local-studio,https://localstudio.fr/,0,,,,,0,0
779,q-industrial,https://www.q-industrial.com,0,,,,,0,0
780,fruitful,https://www.fruitful.com/,0,,,,lottie_runtime,0,0
782,rxk-studio,https://rxkstudio.com,0,,,,,0,0
783,nord-quantique,https://nordquantique.ca/en,0,,,,,0,0
784,synthetic-theatre,https://www.synthetictheatre.com/,0,,,,,0,0
785,53west53,https://53w53.com/,0,,,,,0,0
786,peden-munk,https://www.pedenmunk.com,0,,,,,0,0
787,significo,https://www.significo.com,0,,,,,0,0
789,inkfish,https://inkfishnyc.com/,0,,,,,0,0
790,analogue-agency-2,https://analogueagency.com,0,,,,web_worker,0,0
792,arock,https://arocksworld.com,0,,,,,0,0
793,canvas-2,https://canvascreative.co,0,,,,,0,0
794,raxo-3,https://raxo.co/,0,,,,,0,0
795,backstage-with-bon-jovi,https://backstage.bonjovi.com/,0,,,,,0,0
797,escape-coffee,https://escape.cafe/,0,,,,,0,0
798,mouse-parallax-wonderland,https://www.wow-showroom.com/mouse-parallax,0,,,,web_worker,0,0
799,kelvin-zero,https://kzero.com/,0,,,,,0,0
800,tribute-to-steamboat-willie,https://steamboat.pha5e.com/,0,,,,,0,0
801,kaide,https://www.relyonkaide.com/,0,,,,,0,0
802,ese-agency,https://www.eseagency.ch/en,0,,,,,0,0
803,revenant,https://revenant.tv/,0,,,,,0,0
804,lyon-beton,https://lyon-beton.com/,0,,,,,0,0
805,ask-phill-2,https://askphill.com,0,,,,,0,0
806,theo,http://theo.be,0,,,,,0,0
807,equinox-a-webgl-space-adventure,https://equinox.space,0,,,,,0,0
808,film-secession,https://www.filmsecession.com,0,,,,,0,0
809,docusign-brand,https://brand.docusign.com/,0,,,,lottie_runtime | offscreen_canvas | web_worker,0,0
810,boss-dubai-experience,https://boss-halo-store.dogstudio.co/,0,,,,,0,0
811,artificial-garage,https://artificial-garage.com/,0,,,,,0,0
812,wrights-ferry-mansion,https://www.wrightsferrymansion.org,0,,,,,0,0
813,scrib3,https://www.scrib3.co/,0,,,,,0,0
814,orange-giga-game,https://giga.game/fr/awwwards,0,,,,,0,0
815,collecting-stamps-on-mt-fuji,https://fuji.halfof8.com/,0,,,,,0,0
816,widelab-co,http://widelab.co,0,,,,,0,0
817,future-record,https://futurerecord.ai/,0,,,,,0,0
818,metalab,https://www.metalab.com/,0,,,,,0,0
819,match-studio,https://www.match.studio/,0,,,,,0,0
820,aircord-2,https://aircord.co.jp/en/,0,,,,,0,0
822,haus-6,http://madeinhaus.com,0,,,,,0,0
823,intrusion-voices-of-alice,https://intrusionproject.com/,0,,,,offscreen_canvas | shader_source,0,0
824,columbia-100-year-anniversary,https://columbia100.watson.la,0,,,,,0,0
825,yard-agency,https://www.yard.me,0,,,,,0,0
826,vntnr,https://www.vntnr.co/,0,,,,,0,0
827,wilde-weide-festival,https://wildeweidefestival.nl/en/,0,,,,,0,0
830,bored-cow-2,https://tryboredcow.com/,0,,,,,0,0
831,mccann-paris,https://mccann.olivier-guilleux.com/en/,0,,,,,0,0
833,quatre-20th-anniversary,https://quatre.merci-michel.com/,0,,,,,0,0
835,sofia-shcherbak,https://www.phsofia.com/,0,,,,offscreen_canvas | shader_source,0,0
836,workshop-hospitality,https://www.workshophospitality.com/,0,,,,,0,0
837,organimo,https://www.organimo.com,0,,,,,0,0
839,vendredi-society-v2,https://www.vendredi-society.com/,0,,,,,0,0
840,axel-vanhessche,https://axelvanhessche.com,0,,,,,0,0
841,akaru-2,https://akaru.fr/,0,,,,,0,0
842,twice,https://twicemediahouse.com/,0,,,,,0,0
843,remote,https://remote.madebyburo.com/,0,,,,,0,0
844,sebastien-lempens,https://sebastien-lempens.com,0,,,,,0,0
845,axolot-games,https://www.axolotgames.com/,0,,,,,0,0
846,raymond-weil-x-basquiat,https://www.raymond-weil.com/en/basquiat/,0,,,,,0,0
847,outpost-2,https://www.outpost.design/,0,,,,,0,0
848,84-24,https://84-24.org,0,,,,,0,0
849,off-brand-manifesto,https://manifesto.itsoffbrand.com/,0,,,,,0,0
850,monopo-paris,https://monopo.paris,0,,,,shader_source,0,0
852,milk-network,https://milknetwork.com/,0,,,,,0,0
853,southern-guild,https://southernguild.com/,0,,,,,0,0
855,design-embraced-4,http://www.designembraced.com,0,,,,,0,0
856,newpeace-inc-website,https://newpeace.jp/,0,,,,,0,0
857,the-run-interparfums,https://therun.montblanclegend.com/,0,,,,,0,0
858,power-type-foundry-1,https://power-type.com/,0,,,,,0,0
859,jeff-koons-moon-phases,https://jeffkoonsmoonphases.com/,0,,,,,0,0
860,monogrid-com,https://monogrid.com/,0,,,,,0,0
861,bennett-clive,https://bennettandclive.com,0,,,,,0,0
862,dont-board-me,https://dontboardme.com,0,,,,lottie_runtime | offscreen_canvas | web_worker,0,0
864,baseborn,https://www.baseborn.studio/,0,,,,,0,0
865,integrated-reasoning,https://integrated-reasoning.com,0,,,,,0,0
866,astra-nova,https://astranova.world/,0,,,,,0,0
867,netflix-voyage-en-france,https://netflix-en-france.fr/,0,,,,,0,0
868,grab-go,https://grabandgo.pt/?awwwards=true,0,,,,lottie_runtime | offscreen_canvas | shader_source | web_worker,0,0
869,hero-collective,https://www.herocollective.co/,0,,,,,0,0
870,museums-for-the-21st-century,https://museos.arteyeducacion.org/,0,,,,,0,0
871,kpr-ramen-wars,https://ramenwars.merci-michel.com/,0,,,,,0,0
872,mike-fernandez-portfolio,https://mike-fernandez.dev/,0,,,,,0,0
873,sage-east,https://www.sageeast.com,0,,,,,0,0
874,the-bettering-company,https://www.thatsbettering.com/?jury,0,,,,,0,0
875,rossmason-r,https://iamrossmason.com/,0,,,,,0,0
876,flow-party,https://www.joinflowparty.com/,0,,,,,0,0
877,montoya-portfolio-website,http://clapat.ro/themes/montoya/,0,,,,,0,0
880,abstract-intelligence,https://abstract-intelligence.com,0,,,,,0,0
881,the-cursed-library,https://cursed.epic.net/,0,,,,,0,0
882,louis-vuitton-collectibles,https://louisvuitton-collectibles.imm-g-prod.com/,0,,,,,0,0
883,casa-di-solare,http://www.casadisolare.com,0,,,,,0,0
886,cula,https://cula.tech/,0,,,,,0,0
887,loket-design,https://www.loketdesign.com,0,,,,,0,0
888,neutral-studio,https://neutral-studio.com/,0,,,,,0,0
891,prand,https://prand-n.ava-case.com,0,,,,,0,0
893,humaan-com,https://www.humaan.com/,0,,,,,0,0
894,angus-emmerson-portfolio,https://angusemmerson.com/,0,,,,,0,0
896,active-theory-v6,http://activetheory.net,0,,,,,0,0
897,kozowood-made-of-nature,https://kozowood.com/en,0,,,,lottie_runtime | offscreen_canvas | shader_source | web_worker,0,0
898,studio-sabia,https://www.studiosabia.com/,0,,,,,0,0
899,shupatto-bags-brand-site-designed-to-fold-with-a-snap,https://www.shupatto.com/,0,,,,,0,0
900,jeffrey-martin,https://jeffreymartin.webflow.io/,0,,,,,0,0
901,cuewigs,http://cuewigs.com,0,,,,,0,0
902,oakley-project-2075,https://project2075.oakley.com/,0,,,,,0,0
903,thick-pickle,https://thickpickle.com/,0,,,,,0,0
904,aim-ai-modernism-of-kharkiv,https://aim.obys.agency/,0,,,,,0,0
905,den-of-wolves,http://www.denofwolves.com,0,,,,,0,0
906,david-anthony-chenault,https://www.davidanthonychenault.com/,0,,,,,0,0
908,ferrari-movie,https://www.ferrari-movie.com/,0,,,,,0,0
909,bonhomme-10the-anniversary,https://anniversary.bonhommeparis.com/,0,,,,,0,0
910,benoit-marzouvanlian,https://benmarzouvanlian.com,0,,,,,0,0
912,bathmate,https://us.bathmatedirect.com,0,,,,,0,0
913,studio-arde,https://studio-arde.com,0,,,,,0,0
914,happybase,https://happybase.monwest.nl/en,0,,,,,0,0
915,post-familiar-wine-2,https://postfamiliar.com/,0,,,,,0,0
916,convex-seascape-survey,https://convexseascapesurvey.com/virtual-experience/,0,,,,offscreen_canvas | web_worker,0,0
917,the-public-diagnosis,https://thepublicdiagnosis.thebraincancercentre.org.au/,0,,,,offscreen_canvas | web_worker,0,0
918,maria-vargas-portfolio-2-0,https://www.paix-design.com/,0,,,,,0,0
919,eurecah,https://www.eurecah.com/,0,,,,,0,0
920,pave-r,https://pave.ai/,0,,,,,0,0
922,opal-tadpole,https://www.opalcamera.com/opal-tadpole,0,,,,,0,0
923,due,https://www.opendue.com,0,,,,,0,0
924,kidsuper-world,https://kidsuper.world,0,,,,,0,0
925,pizzato,https://www.pizzatoits.it/,0,,,,,0,0
926,45r-indigo-story,https://45r.jp/ja/indigo-hakusho/,0,,,,,0,0
927,motchiri-hello-world,https://motchiri.com/collection/hello-world,0,,,,,0,0
928,buttermax,https://buttermax.net/,0,,,,,0,0
931,bigpicture-company,https://www.bpco.kr,0,,,,,0,0
933,14islands-v4,https://www.14islands.com/,0,,,,,0,0
934,darina-cg-artist,https://www.darina-cg.com/,0,,,,,0,0
935,atio-studio,https://atio.studio,0,,,,,0,0
936,vana-1,https://findyourvana.com/,0,,,,,0,0
937,changers-studio,https://changers.studio/,0,,,,,0,0
938,rich-brown-4,https://www.richbrown.info,0,,,,,0,0
940,nova-speaker,https://nova-speaker.webflow.io/,0,,,,,0,0
941,wow-tapes-1,https://www.wowtapes.com/,0,,,,,0,0
942,selemen,http://selemen.liqium.com/index.html,0,,,,,0,0
943,half-of-eight,https://halfof8.com/,0,,,,,0,0
944,the-genius-club,https://wearegeniusclub.com/,0,,,,,0,0
945,francesco-michelini-folio23,https://www.francescomichelini.com/,0,,,,,0,0
946,google-the-web-can-do-what,https://thewebshowcase.withgoogle.com/,0,,,,,0,0
947,curatr-paris,https://curatr.paris/,0,,,,,0,0
949,studio-claus-due,https://www.studioclausdue.dk/,0,,,,,0,0
951,newfolk,https://newfolk.jp/,0,,,,,0,0
954,simarro-lozano,https://simarrolozano.com,0,,,,offscreen_canvas | web_worker,0,0
955,bromley-co,https://www.bromleyandco.com/,0,,,,,0,0
958,the-fabulous-cartier-journey,https://www.cartier.com/thefabulouscartierjourney,0,,,,,0,0
959,cargokite,https://cargokite.com/,0,,,,,0,0
960,monopo-nyc-2,https://monopo.nyc/,0,,,,,0,0
961,the-field-from-the-ground-up,https://thefieldhyundai.com/,0,,,,,0,0
962,felix-peault-portfolio,https://flayks.com,0,,,,,0,0
963,normal-phenomena-of-life,https://normalphenomena.life/,0,,,,,0,0
964,treebytree,https://www.treebytree.earth/,0,,,,,0,0
965,primo-by-silverskin,https://primo-thermodry-pro.silverskin.it/en,0,,,,,0,0
966,the-state-of-the-transition-2023,https://2023.breakthroughenergy.org,0,,,,,0,0
967,luni,https://www.luni.app/,0,,,,,0,0
968,viens-la-3,https://viens-la.com,0,,,,,0,0
969,brewdistrict24,https://brewdistrict24.com/,0,,,,,0,0
970,patreon-website-redesign,https://www.patreon.com/,0,,,,,0,0
973,press-play-on-tape,https://www.pressplayontape.studio/,0,,,,,0,0
974,longines-spirit-flyback,https://www.longines.com/spirit-flyback/,0,,,,,0,0
975,toy-joy,https://www.toysforjoy.shop/,0,,,,,0,0
976,pebble,http://pebblelife.com,0,,,,,0,0
978,off-brand-2023,https://itsoffbrand.com,0,,,,,0,0
979,a-light-in-the-woods,https://alightinthewoods.net,0,,,,shader_source,0,0
981,make-hr-work,https://www.makehrwork.nl/,0,,,,,0,0
982,amy-currell,https://amycurrell.com/,0,,,,offscreen_canvas | web_worker,0,0
983,tanya-timal-photographer-1,https://tanyatimal.studio/,0,,,,,0,0
984,bertch-capital,https://bertchcapital.com/,0,,,,,0,0
985,ark-8,https://ark8.net/,0,,,,,0,0
986,basement-chronicles,https://chronicles.basement.studio/,0,,,,,0,0
987,enpower-trading,https://enpowertrading.co.za/,0,,,,,0,0
988,studio-28k,http://28k.studio,0,,,,,0,0
990,elysium,https://elysium.thebenezer.com/,0,,,,basis_ktx2_transcoder | draco_decoder | gltf_loader | lottie_runtime | meshopt_decoder | offscreen_canvas | shader_source | web_worker,0,0
991,analogue-foundation,https://analoguefoundation.com/,0,,,,,0,0
992,alpha-tango,https://alphatango.com/,0,,,,,0,0
993,herve-baillargeon,https://hervebaillargeon.com,0,,,,,0,0
994,daniel-roth,https://www.danielroth.com/,0,,,,,0,0
995,nerdo,https://www.nerdo.tv/,0,,,,,0,0
997,2022-creator-wrapped,https://wrapped22.bybuttermax.net/,0,,,,,0,0
999,gsap,http://www.gsap.com,0,,,,,0,0
1000,search-through-time-1,https://www.google.com/search/howsearchworks/our-history/,0,,,,,0,0
1001,form-studio,https://formstudio.site/,0,,,,,0,0
1002,engaged,https://engaged.be/,0,,,,,0,0
1003,quantum,https://quantumstretch.com,0,,,,,0,0
1004,polaroid-i-2,https://i2-camera.polaroid.com/,0,,,,,0,0
1005,vuckotm,https://vucko.co/,0,,,,lottie_runtime | offscreen_canvas | shader_source | web_worker,0,0
1006,the-sight,https://thesight.io/,0,,,,,0,0
1007,alphamarktm,https://alphamark.design,0,,,,,0,0
1009,tux-karma-foundation,https://tuxkarma.co/en,0,,,,,0,0
1010,rebellion,https://rblln.fr,0,,,,,0,0
1012,endless-summer,https://endless-summer.richardmille.com/,0,,,,,0,0
1013,polymer-workshop,https://www.polymer.ws/,0,,,,,0,0
1014,depo-studio,https://www.depo.studio,0,,,,,0,0
1015,heure-bleue,https://heurebleue.studio,0,,,,,0,0
1016,cenitz-studio,https://cenitz.studio,0,,,,,0,0
1017,vestiaire-collective-report-23,https://fashion-sustainability-report.vestiairecollective.com/2023/,0,,,,,0,0
1019,elisava,https://www.elisava.net/en,0,,,,,0,0
1020,pixelflakes,https://www.pixelflakes.com/,0,,,,offscreen_canvas | shader_source,0,0
1021,chris-kalafatis-portfolio,https://chriskalafatis.com/,0,,,,,0,0
1022,mate-libre,https://matelibre.com,0,,,,,0,0
1023,lusion-v3,https://lusion.co/,0,,,,,0,0
1024,rejouice-r-2,https://rejouice.com/,0,,,,,0,0
1025,seta,https://www.setaprint.ch/en/,0,,,,,0,0
1026,owl-1,https://owlfurnitureandobjects.com/,0,,,,,0,0
1027,bright-digital-studio,https://wearebright.studio,0,,,,offscreen_canvas | shader_source | webxr,0,0
1028,dom-perignon,https://www.domperignon.com/,0,,,,,0,0
1029,montreal,https://montreal.leeroy.ca/?l=en,0,,,,,0,0
1030,autex-acoustics-r,https://www.autexacoustics.com/,0,,,,,0,0
1031,studio-kiln,https://www.studio-kiln.com/,0,,,,,0,0
1032,evmos,https://evmos.studiofreight.com/,0,,,,,0,0
1035,fitsole,https://fitsole.shop/,0,,,,,0,0
1036,moxion-power,https://moxion-preprod.rejouice.io/,0,,,,,0,0
1037,espn-inside-c-alcarazs-game,https://www.espn.com/espn/feature/story/_/id/38087576/inside-carlos-alcaraz-2023-game-federer-djokovic-nadal,0,,,,,0,0
1041,twinbru,https://twinbru.com/,0,,,,,0,0
1044,motion-sickness-2,https://motionsickness.co.nz,0,,,,,0,0
1045,captions-ai,https://www.captions.ai/,0,,,,,0,0
1046,nortera,https://www.norterafoods.com/en/,0,,,,lottie_runtime | offscreen_canvas | web_worker,0,0
1047,abetka,https://abetkaua.com/en/,0,,,,,0,0
1048,ascon-systems,https://ascon-systems.de/en/,0,,,,,0,0
1049,novo-nordisk-heritage-website,https://ourheritage.novonordisk.com/,0,,,,,0,0
1052,rietveld-projects,https://www.rietveldprojects.be,0,,,,,0,0
1053,b-egg-liquid-eggs,https://www.b-egg.farm/,0,,,,,0,0
1054,opal-camera-inc,https://opalcamera.com/,0,,,,,0,0
1055,makepill,https://makepill.com,0,,,,,0,0
1056,synchrodogs-portfolio,https://synchrodogs.com/,0,,,,offscreen_canvas | shader_source,0,0
1057,root-food,https://root-food.com/,0,,,,,0,0
1058,qiqi,https://qiqiglobal.com/,0,,,,,0,0
1059,fold7,https://fold7.com/,0,,,,,0,0
1060,dominique-sire,https://www.dominiquesire.com/,0,,,,,0,0
1061,modelec,https://www.modelec.com,0,,,,,0,0
1062,le-fruit-studio,https://lefruitstudio.fr/,0,,,,lottie_runtime | offscreen_canvas | shader_source | web_worker,0,0
1063,two-good,https://twogood.com.au/,0,,,,,0,0
1064,dezea-r-v2-digital-elements,https://dezea.digital/showcase,0,,,,,0,0
1065,unikorns-agency,https://unikorns.agency/,0,,,,,0,0
1066,one-24,https://one24.webflow.io,0,,,,,0,0
1068,vicio,https://www.ganasdevicio.com/,0,,,,,0,0
1069,7-year-journey,https://journey.zajno.com/,0,,,,,0,0
